name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Great White,Steel,Inverted,81,33,781,5,B&M,SeaWorld San Antonio,operating
Great White,Wooden,Sit Down,81,34,1006,0,CCI,Morey's Piers,operating
Green Dragon,na,Sit Down,40,,280,,WGH Transportation,Greenwood Forest Park,operating
Green Hornet: High Speed Chase,Steel,Sit Down,50,16,390,0,Gerstlauer,Motiongate,operating
Green Lantern Coaster,Steel,Sit Down,65,33,490,2,S&S,Warner Bros. Movie World,operating
Green Lantern,Steel,Stand Up,102,47,1267,5,B&M,Six Flags Great Adventure,operating
Green Lantern: First Flight,Steel,4th Dimension,60,33,252,0,Intamin,Six Flags Magic Mountain,closed definitely
Green Scream,Steel,Sit Down,,,,0,Zierer,Adventure Island,operating
Greezed Lightnin,Steel,Sit Down,92,42,263,1,Schwarzkopf,Kentucky Kingdom,closed definitely
Griffon,Steel,Floorless,120,62,950,2,B&M,Busch Gardens Williamsburg,operating
Grizzly Bear,Steel,Sit Down,50,12,434,0,Pinfari,Lightwater Valley,closed definitely
Grizzly,Steel,Sit Down,89,28,991,0,Kings Island,California's Great America,operating
Grizzly,Wooden,Sit Down,,27,960,0,na,Kings Dominion,operating
Grosse Pomme,Steel,Sit Down,,,,0,na,Babyland-Amiland,operating
Grottenblitz,Steel,Sit Down,45,6,370,0,Mack,Heide Park,operating
Grover's Alpine Express,Steel,Sit Down,,7,183,0,Zierer,Busch Gardens Williamsburg,operating
Gruvbanan,na,Sit Down,,,,,Mack,Skara Sommarland,operating
Gusanito,Steel,Sit Down,,,,,SBF,Coney Park,operating
Gusanito,na,Sit Down,,,,,na,Chicolandia,operating
Gusano Loco,Steel,Sit Down,,,,0,na,Salitre Magico,operating
Gusano Loco,na,Sit Down,,,,,na,Salitre Magico,operating
Gusano,Steel,Sit Down,,,,0,Beijing Shibaolai,Parque Bicentenario,operating
Gusano,na,Sit Down,,,,,na,Diverland,operating
Gusano,na,Sit Down,,,,,na,Interpark,operating
Gusano,na,Sit Down,,,,,na,Parque Italo Americano,operating
Gwazi: Lion,Wooden,Sit Down,80,32,1070,0,GCI,Busch Gardens Tampa,retracked
Gwazi: Tiger,Wooden,Sit Down,81,27,1036,0,GCI,Busch Gardens Tampa,retracked
Götterblitz,Steel,Sit Down,60,16,480,0,Mack,Familypark,operating
Hades 360,Hybrid,Sit Down,113,42,1441,0,Gravity Group,Mt. Olympus Water & Theme Park,operating
Hagrid’s Magical Creatures Motorbike Adventure,Steel,Sit Down,80,,,0,Intamin,Universal Studios Islands of Adventure,operating
Hair Raiser,Steel,Floorless,90,35,850,4,B&M,Ocean Park,operating
Hakugei,Hybrid,Sit Down,107,55,1530,0,RMC,Nagashima Spa Land,operating
Half Pipe,Steel,Sit Down,70,30,70,0,Intamin,Chimelong Paradise,operating
Half Pipe,Steel,Sit Down,70,30,70,0,Intamin,Särkänniemi Amusement Park,operating
Half Pipe,na,Sit Down,70,30,70,0,Intamin,Elitch Gardens,operating
Halfpipe,Steel,Sit Down,70,30,70,0,Intamin,Elitch Gardens,operating
Halilintar,na,Sit Down,,,,,Arrow,Dunia Fantasi,operating
Halvar,Steel,Sit Down,,,570,0,Vekoma,Plopsa Coo,operating
Hang Ten,Steel,Sit Down,35,9,207,0,Vekoma,Freestyle Music Park,closed definitely
HangOver,Steel,Inverted,81,40,309,3,Vekoma,Liseberg,relocated
Hanging Pulley,Steel,Suspended,50,,380,0,Golden Horse,FantaWild Adventure Wuhu,operating
Hanging Roller Coaster,na,Inverted,88,39,695,4,Golden Horse,Great Xingdong Tourist World,operating
Hangman,Steel,Inverted,80,33,698,5,Vekoma,Wild Adventures,operating
Hangtime,Steel,Sit Down,92,46,670,4,Gerstlauer,Knott's Berry Farm,operating
Hankatten,Steel,Spinning,55,16,397,0,Gerstlauer,Bonbon-Land,operating
Happy Angel,na,Inverted,87,,,6,Golden Horse,Heilongjiang Wanda Theme Park,operating
Happy Caterpiller,na,Sit Down,,,,,na,South Pier,closed definitely
Happy Chew Chew Train,na,Sit Down,,,,,Golden Horse,Lewa Adventure,operating
Happy Loops,Steel,Spinning,30,7,113,0,SBF,Energylandia,operating
Happy Mountain,Steel,Sit Down,,,,0,Três Eixos,Playcenter São Paulo,operating
Happy Mountain,na,Sit Down,,,,,Três Eixos,Nicolândia Center Park,operating
Harley Quinn Crazy Train,Steel,Sit Down,36,8,360,0,Zierer,Six Flags Great Adventure,operating
Harpy,na,Flying,85,40,885,2,B&M,Xishuangbanna Theme Park,operating
Harry Potter and the Escape from Gringotts,Steel,Sit Down,,,,0,Intamin,Universal Studios Florida,operating
Harvest Time,Steel,Sit Down,,,,0,Golden Horse,Happy Valley Beijing,closed temporarily
Harzbob,Steel,Alpine,,,,0,Wiegand,Erlebniswelt Seilbahnen Thale,operating
Hayabusa,Steel,Suspended,97,42,780,0,Arrow,Tokyo Summerland,closed definitely
Head Spin,Steel,Sit Down,76,36,285,3,Vekoma,Geauga Lake,closed definitely
Heaven's Wing,na,Wing,,,,6,B&M,Huayi Brothers Movie World,operating
Heidi the Ride,Wooden,Sit Down,70,22,620,0,GCI,Plopsaland,operating
Heiße Fahrt,Steel,Sit Down,55,17,532,0,Gerstlauer,Klotten (Wild- und Freizeitpark),operating
Heiße Fahrt,Steel,Sit Down,55,18,533,0,Gerstlauer,Wild- und Freizeitpark,operating
Helix,Steel,Sit Down,100,41,1381,7,Mack,Liseberg,operating
Hell Cat,Wooden,Sit Down,90,33,793,0,S&S,Clementon Park,operating
Hello Kitty Angel Coaster,Steel,Sit Down,,,,0,Zamperla,Seibuen Yuenchi,operating
Herkules,na,Sit Down,,,23,,Gerstlauer,Familypark,operating
Herky & Timmy's Racing Coaster,Steel,Sit Down,,,,0,Vekoma,Everland,operating
Hero,Steel,Flying,42,15,320,2,Zamperla,Flamingo Land Theme Park and Zoo,operating
Hexenbesen,Steel,Flying,,,,0,na,Erlebniswelt Seilbahnen Thale,operating
Hexenbesen,Steel,Suspended,,,,0,na,Rodelparadies Wasserkuppe,operating
Hidden Anaconda,na,Sit Down,105,46,150,2,Maurer,Happy Valley Wuhan,operating
High Explosive,Steel,Sit Down,,,,0,Zierer,Foire,operating
High Hazel Mini Mine Coaster,na,Sit Down,,,,,L&T Systems,Wheelgate Adventure Park,operating
High Roller,Wooden,Sit Down,81,22,909,,na,Valleyfair,operating
High Speed Thrill Coaster,Steel,Sit Down,,6,61,0,Overland,Knoebels,closed definitely
Higher Mountain,na,Sit Down,,,,,S.D.C.,Djanat Al Ahlam,operating
Higher Mountain,na,Sit Down,,,,,S.D.C.,Parc d'Attraction BBA,operating
Highway Boat,na,Suspended,,,,,Intamin,Sun World Danang Wonders,announced
Highway Coaster,Steel,Sit Down,75,26,830,0,Senyo Kogyo,Japan Monkey Park,operating
Himalaya Coaster,Steel,Sit Down,,,,0,Meisho Amusement Machines,Miroku no Sato,operating
Himalaya,Steel,Sit Down,,,460,0,Pinfari,Sommerland Syd,closed definitely
Himalayabahn,Steel,Sit Down,,13,460,0,Schwarzkopf,Schwaben Park,closed definitely
Himalayan Eagle Music Roller Coaster,Steel,Sit Down,,50,1200,0,B&M,Happy Valley Beijing,operating
Hip Hop Coaster,Steel,Sit Down,,,,0,Zamperla,Etnaland,operating
Hiz treni,Steel,Spinning,40,14,,0,Fabbri,Wonderland Eurasia,construction
Hochschaubahn,Wooden,Sit Down,55,15,450,0,na,Wiener Prater,operating
Hollenblitz,Steel,Spinning,50,18,760,0,EOS rides,Foire,operating
Hollywood Dream: The Ride,Steel,Sit Down,90,44,1200,0,B&M,Universal Studios Japan,operating
Hollywood Rip Ride Rockit,Steel,Sit Down,105,51,,0,Maurer,Universal Studios Florida,operating
Hoola Loop,Steel,Sit Down,,11,365,1,Pinfari,EsselWorld,operating
Hoosier Hurricane,Wooden,Sit Down,82,24,881,0,CCI,Indiana Beach,operating
Hoot N Holler,Steel,Sit Down,26,3,60,0,Zierer,Darien Lake,operating
Hornet,Steel,Sit Down,,9,350,0,Vekoma,Wonderland Amusement Park,operating
Horse Roller Coaster,na,Sit Down,,,,,Beijing Jiuhua,Lewa Adventure,operating
Hot Tamales,Steel,Sit Down,23,4,60,0,L&T Systems,Casino Pier,operating
Hot Wheels Sidewinder,Steel,Sit Down,85,40,900,2,Arrow,Dreamworld,operating
Howler,Steel,Sit Down,,3,85,0,Zamperla,Holiday World,operating
Hullámvasút,Steel,Sit Down,,17,980,0,ACE Coaster Classic,Vidámpark,operating
Hundeprut,Steel,Sit Down,30,5,128,0,Zierer,Bonbon-Land,operating
Huracan,Steel,Sit Down,50,15,500,0,Zierer,Bellewaerde,operating
Huracanito,na,Sit Down,,,,,Gerstlauer,Belantis,operating
Hurler,Steel,Sit Down,81,25,962,0,CCI,Carowinds,operating
Hurler,Wooden,Sit Down,80,25,962,0,Philadelphia Toboggan Coaster,Kings Dominion,retracked
Hurricane,Steel,Inverted,80,34,689,5,Vekoma,Rusutsu Resort,operating
Hurricane,Steel,Sit Down,,,,0,S.D.C.,Santa Cruz Beach Boardwalk,relocated
Hurricane,na,Sit Down,,,,3,Togo,Himeji Central Park,operating
Hydra the Revenge,Steel,Floorless,85,29,975,7,B&M,Dorney Park,operating
Hydro Racer,na,Water Coaster,86,45,503,0,Intamin,Xishuangbanna Theme Park,operating
Hydrus,na,Sit Down,73,22,320,3,Gerstlauer,Casino Pier,operating
Hype,na,Sit Down,100,46,263,1,Premier Rides,Särkänniemi Amusement Park,operating
Hyper Coaster,Steel,Sit Down,115,61,1273,2,Mack,The Land of Legends,operating
Hyper Space Mountain,Steel,Sit Down,70,31,1000,3,Vekoma,Disneyland Park,operating
Hyperion,Steel,Sit Down,140,77,1450,1,Intamin,Energylandia,operating
Hypersonic XLC,Steel,Sit Down,128,50,475,0,S&S,Kings Dominion,closed definitely
Hyperspace Mountain,Steel,Sit Down,,31,1052,0,Vekoma,Hong Kong Disneyland,operating
Ice Mountain,na,Spinning,,,,,Reverchon,Foire,operating
Icon,Steel,Sit Down,80,27,1143,1,Mack,Blackpool Pleasure Beach,operating
Il Bruco Magico,Steel,Sit Down,,,120,0,na,Mirabilandia,closed definitely
Il Tempo Extra Gigante,Steel,Sit Down,65,25,535,0,Zierer,Hunderfossen Familiepark,operating
Imomushi-kun,Steel,Sit Down,,,,0,na,Miroku no Sato,operating
Imoogi,Steel,Sit Down,,17,,0,Pinfari,Le Fleury,operating
Imorinth,Steel,Sit Down,22,5,131,0,Pinfari,Himeji Central Park,operating
Impulse,Steel,Sit Down,89,30,602,4,Zierer,Knoebels,operating
Incredible Hulk,Steel,Sit Down,107,33,1127,7,B&M,Universal Studios Islands of Adventure,operating
Incredicoaster,Steel,Sit Down,88,33,1850,1,Intamin,Disney California Adventure,operating
Indiana Jones (Lespinasse),Steel,Sit Down,,,,0,Diamond Rides,Foire,operating
Indiana Jones Adventure,Steel,Sit Down,58,18,566,1,Intamin,Disneyland Park,operating
Indiana's Adventure: The Ride,Steel,Sit Down,,,,0,na,Southport Pleasureland,unknown
Indianer-Achterbahn,Steel,Sit Down,35,5,128,0,Zierer,Heide Park,operating
Infernal Toboggan,Steel,Sit Down,,11,335,0,S.D.C.,Foire,operating
Inferno,Steel,4th Dimension,60,25,142,0,Intamin,Terra Mítica,operating
Inferno,Steel,Sit Down,,20,457,,Intamin,CineCittà World,operating
Infusion,Steel,Inverted,80,34,689,5,Vekoma,Blackpool Pleasure Beach,operating
Insane Speed,Steel,Floorless,56,,816,4,B&M,Janfusun Fancyworld,operating
Insane,Steel,4th Dimension,60,36,250,0,Intamin,Gröna Lund,operating
Insider,Steel,Spinning,35,11,300,0,Maurer,Wiener Prater,operating
Intimidator 305,Steel,Sit Down,145,93,1555,0,Intamin,Kings Dominion,operating
Intimidator,Steel,Sit Down,120,71,1620,0,B&M,Carowinds,operating
InvadR,Hybrid,Sit Down,77,23,,0,GCI,Busch Gardens Williamsburg,operating
Inversa,na,Sit Down,,,,,na,Ácqua Lokos,operating
Invertigo,Steel,Inverted,81,49,309,3,Vekoma,Kings Island,operating
Invertigo,Steel,Sit Down,80,40,310,3,Vekoma,California's Great America,closed definitely
Iron Dragon,Steel,Suspended,64,23,860,0,Arrow,Cedar Point,operating
Iron Horse,Steel,Sit Down,,16,680,0,Vekoma,Freestyle Music Park,closed definitely
Iron Rattler,Hybrid,Sit Down,113,55,996,1,RMC,Six Flags Fiesta Texas,operating
Iron Shark,Steel,Sit Down,84,31,380,1,Gerstlauer,Galveston Island Historic Pleasure Pier,operating
Iron Wolf,Steel,Stand Up,89,31,884,2,B&M,Six Flags Great America,closed definitely
Jack Rabbit,Steel,Sit Down,,,,0,na,Seabreeze,unknown
Jack Rabbit,Steel,Sit Down,,16,396,0,Miler Coaster,Celebration City,closed definitely
Jack Rabbit,Steel,Sit Down,72,21,650,0,ACE Coaster Classic,Kennywood,operating
Jaguar!,Steel,Sit Down,56,20,793,0,Zierer,Knott's Berry Farm,operating
Jaguar,Steel,Inverted,83,34,689,5,Vekoma,Isla Magica,operating
Jammin,Steel,Sit Down,,,,0,Barbisan,Frontierland Family Theme Park,closed definitely
Jamming,Steel,Spinning,,,,0,Barbisan,Foire,operating
Jamming,Steel,Spinning,40,8,,0,Barbisan,Fiabilandia,closed definitely
Jellikins Coaster,Steel,Sit Down,,,,0,WGH Transportation,Fantasy Island Ingoldmells,operating
Jester,Steel,Sit Down,64,24,585,3,Vekoma,Six Flags New Orleans,closed definitely
Jet Coaster,Steel,Sit Down,,,,0,Togo,Nagashima Spa Land,operating
Jet Coaster,Steel,Sit Down,,,,0,na,Misaki Park,operating
Jet Coaster,Steel,Sit Down,65,,,0,Meisho Amusement Machines,Himeji Central Park,operating
Jet Coaster,na,Sit Down,,,,,Zamperla,Jawa Timur Park 1,operating
Jet Coaster,na,na,,,,0,na,Benyland,operating
Jet Rescue,Steel,Sit Down,70,6,560,0,Intamin,Sea World,operating
Jet Star 2,Steel,Sit Down,,14,585,0,Schwarzkopf,Lagoon,operating
Jet Star,Steel,Sit Down,,,,0,Schwarzkopf,Aventura Park,closed definitely
Jet Star,Steel,Sit Down,,,,0,Schwarzkopf,Spree-Park,closed definitely
Jet Star,Steel,Sit Down,,20,540,0,Schwarzkopf,Foire,operating
Jet Star,Steel,Sit Down,50,14,538,0,Schwarzkopf,Parque de Atracciones de Madrid,closed definitely
Jet Star,Steel,Sit Down,50,14,538,0,Schwarzkopf,Santa Cruz Beach Boardwalk,closed definitely
Jet Star,Steel,Sit Down,50,14,538,0,Schwarzkopf,Särkänniemi Amusement Park,closed definitely
Jet Star,na,Sit Down,,,,,na,Spasso Splash,operating
Jet Star,na,Sit Down,50,13,538,0,Schwarzkopf,Luna Park La Palmyre,operating
Jet Stream,Steel,Sit Down,,,,0,na,Ocean Beach Amusement Park,unknown
Jet,Steel,Sit Down,,,,0,Schwarzkopf,Foire,operating
Jetline,Steel,Sit Down,90,32,800,0,Schwarzkopf,Gröna Lund,operating
Jett Star,Steel,Sit Down,,,,0,Wisdom Rides,Central Park Fun-Land,operating
Jijig Galzo Holgana,Steel,Sit Down,,,,0,na,Nairamdal Park,operating
Jimmy Neutron's Atomic Flyer,Steel,Suspended,,13,294,0,Vekoma,Movie Park Germany,operating
Jin Long Hua Che,Steel,Sit Down,,,,0,na,Zheshan Park,operating
Joker Funhouse Coaster,Steel,Sit Down,48,,274,0,Chance Rides,Six Flags Over Georgia,operating
Joker's Jinx,Steel,Sit Down,96,24,824,4,Premier Rides,Six Flags America,operating
Joker,Hybrid,Sit Down,85,31,975,3,RMC,Six Flags Discovery Kingdom,operating
Joker,Steel,4th Dimension,61,36,310,0,S&S,Six flags Over Texas,operating
Joker,Steel,4th Dimension,61,37,310,0,S&S,Six Flags Great America,operating
Joker,Steel,4th Dimension,61,37,310,0,S&S,Six Flags New England,operating
Joker,Steel,4th Dimension,61,37,311,0,S&S,Six Flags Great Adventure,operating
Joker,Steel,Spinning,50,16,412,0,Gerstlauer,Six Flags Mexico,operating
Joris en de Draak (Vuur),Wooden,Sit Down,75,22,788,0,GCI,Efteling,operating
Joris en de Draak (Water),Wooden,Sit Down,75,22,788,0,GCI,Efteling,operating
Journey To Atlantis,Steel,Water Coaster,80,30,,0,Mack,SeaWorld San Antonio,operating
Journey to Atlantis,Steel,Water Coaster,,,,0,Mack,SeaWorld Orlando,operating
Journey to Atlantis,Steel,Water Coaster,68,29,,0,Mack,SeaWorld San Diego,operating
Joust,na,Sit Down,,,,,Chance Rides,Dutch Wonderland,operating
Joyride,Steel,Sit Down,,16,280,0,L&T Systems,PowerPark,operating
Jozi Express,Steel,Sit Down,68,24,702,0,Zierer,Gold Reef City,operating
Jubilee Odyssey,Steel,Inverted,100,51,891,5,Vekoma,Fantasy Island Ingoldmells,operating
Jubilé,Steel,Sit Down,,,,0,Pinfari,Plopsaland,closed definitely
Judge Roy Scream,Steel,Sit Down,85,22,815,0,William J. Cobb,Six flags Over Texas,operating
Jul's RollerSkates,Steel,Sit Down,34,8,207,0,Vekoma,Julianatoren,operating
Jule Expressen,Steel,Sit Down,,,70,0,Technical Park,Tivoli Gardens,closed definitely
Jumbo Jet,Steel,Sit Down,,,,0,Schwarzkopf,Malmö Folkets Park,closed definitely
Jumbo Jet,Steel,Sit Down,,14,460,0,Schwarzkopf,Ölands Djur & Nöjespark,operating
Jumbo Jet,Steel,Sit Down,63,17,791,0,Schwarzkopf,Amigoland,operating
Jumbo Jet,Steel,Sit Down,63,17,791,0,Schwarzkopf,Walibi Belgium,closed definitely
Jungle Block,na,Sit Down,,3,,,na,Sun Park,operating
Jungle Coaster,Steel,Sit Down,50,18,370,0,Mack,Legoland Windsor,closed definitely
Jungle Coaster,na,Sit Down,,,,0,Zierer,Chimelong Ocean Kingdom,operating
Jungle Dragon,Wooden,Sit Down,89,30,1206,0,GCI,Happy Valley Chongqing,operating
Jungle Mouse,Steel,Sit Down,,,,0,Sansei Yusoki,Hamanako Pal Pal,operating
Jungle Mouse,Steel,Sit Down,35,,,0,Beijing Shibaolai,Sun Park,operating
Jungle Mouse,Steel,na,,,,0,na,Daqing Oilfield Paradise,operating
Jungle Pulley,na,Spinning,,,,0,na,Chuanlord Holiday Manor,operating
Jungle Racing,Steel,Sit Down,,,,0,Vekoma,Happy Valley Beijing,operating
Jungle Rally,Steel,Sit Down,24,4,70,0,Zierer,Djurs Sommerland,operating
Jungle Squirrels,na,na,,,,0,na,Chuanlord Holiday Manor,operating
Jungle Trailblazer,Wooden,Sit Down,,33,990,,Gravity Group,Oriental Heritage Xiamen,operating
Jungle Trailblazer,Wooden,Sit Down,87,33,975,,Gravity Group,Fantawild Asian Legends,operating
Jungle Trailblazer,Wooden,Sit Down,87,33,975,0,Gravity Group,Fantawild Dreamland Zhengzhou,operating
Jungle Trailblazer,Wooden,Sit Down,87,34,1216,,Gravity Group,Fantawild Dreamland Zhuzhou,operating
Jungle Trailblazer,Wooden,Sit Down,89,32,995,1,Gravity Group,Oriental Heritage Jinan,operating
Jungle Trailblazer,Wooden,Sit Down,89,32,995,1,Gravity Group,Oriental Heritage Ningbo,operating
Jungle Trailblazer,Wooden,Sit Down,99,34,1057,1,Gravity Group,Oriental Heritage Wuhu,operating
Jungle Walk,na,Suspended,,,410,,Wiegand,Hot Go Park,operating
Jungle,Steel,Sit Down,,,,0,na,Foire,operating
Junior Coaster,Steel,Sit Down,46,13,335,0,Vekoma,Geroland,operating
Junior Cyclone,Steel,Sit Down,,,,0,na,Southport Pleasureland,unknown
Junior Dragon Coaster,Steel,Sit Down,,,,0,na,Camelot Theme Park,closed definitely
Junior Red Force,Steel,Sit Down,45,,,0,SBF,Ferrari Land,operating
Junior Roller Coaster,Steel,Sit Down,35,9,207,0,Vekoma,Tokushima Familyland,operating
Junker,na,Sit Down,104,40,860,3,Gerstlauer,PowerPark,operating
Jupiter,Steel,Sit Down,,,1600,0,Intamin,Kijima Amusement Park,operating
Jurassic Adventure,Steel,Sit Down,,,,0,Beijing Shibaolai,Beijing Shijingshan Amusement Park,closed definitely
Jurassic Twister,Steel,Spinning,47,13,420,0,Zamperla,Parc du Bocasse,operating
Juvelen,Steel,Sit Down,85,12,1000,0,Intamin,Djurs Sommerland,operating
K2,na,Sit Down,60,24,530,0,Abc rides,Karls Erlebnis-Dorf Elstal,operating
K3 Roller Skater,Steel,Sit Down,45,13,335,0,Vekoma,Plopsaland,operating
Kamelen,Steel,Sit Down,,,,0,Zierer,Tivoli Gardens,operating
Kamikaze,Steel,Sit Down,,,,3,Schwarzkopf,Foire,operating
Kaninus,Steel,Sit Down,26,3,60,0,Zierer,Bonbon-Land,closed definitely
Kanonen,Steel,Sit Down,75,24,440,2,Intamin,Liseberg,closed definitely
Karacho,Steel,Sit Down,100,32,700,0,Gerstlauer,Tripsdrill,operating
Karavanen,Steel,Sit Down,26,3,60,0,Zierer,Tivoli Gardens,closed definitely
Karlo's Taxi,Steel,Sit Down,,,,0,SBF,Djurs Sommerland,closed definitely
Karst Cave Coaster,Steel,Sit Down,,,,0,Zamperla,Jin Jiang Action Park,operating
Katapul,Steel,Sit Down,85,42,220,0,Schwarzkopf,Hopi Hari,operating
Katapult,Steel,Sit Down,,18,,1,Schwarzkopf,Mirabilandia,closed definitely
Katapult,Steel,Sit Down,,18,,1,Schwarzkopf,Parque de Atracciones de Madrid,closed definitely
Katapult,Steel,Sit Down,,20,150,1,Schwarzkopf,Linnanmäki,closed definitely
Katun,Steel,Inverted,104,50,1200,6,B&M,Mirabilandia,operating
Katz & Maus,Steel,Spinning,,15,370,0,Maurer,Foire,operating
Kawasemi,Steel,Sit Down,87,32,750,0,Intamin,Tobu Zoo Park,operating
Kentucky Flyer,Wooden,Sit Down,56,14,390,0,Gravity Group,Kentucky Kingdom,operating
Kentucky Rumbler,Wooden,Sit Down,77,27,862,0,GCI,Beech Bend,operating
Kettle Creek Mine,Steel,Sit Down,,,,0,E&F Miler Industries,Playland,operating
Keverbaan,Steel,Sit Down,36,8,360,0,Zierer,Bellewaerde,operating
Kid's Coaster Kujira Ku-Chan,Steel,Sit Down,,,,0,Senyo Kogyo,Akashi Park,operating
Kid's Roller Coaster,na,Sit Down,,,207,,Vekoma,Vinpearl Land Phu Quoc,operating
Kid'z Coaster,Steel,Sit Down,,,,0,SBF,Bagatelle,operating
Kiddee Koaster,Steel,Sit Down,,,85,0,Vekoma,Six Flags Fiesta Texas,operating
Kiddi Koasta,Steel,Sit Down,,,,0,Zamperla,Adventure Island,operating
Kiddie Coaster,Steel,Sit Down,,,,0,D.P.V. Rides,Family Kingdom Amusement Park,operating
Kiddie Coaster,Steel,Sit Down,,,,0,Miler Coaster,Lakeside,operating
Kiddie Coaster,Steel,Sit Down,,,,0,Zamperla,Wild Waves Theme Park,operating
Kiddie Coaster,Steel,Sit Down,,,,0,na,Lake Compounce,operating
Kiddie Coaster,na,Sit Down,,,,,E&F Miler Industries,Fun Spot Kissimmee,operating
Kiddie Roller Coaster,Steel,Sit Down,,,,0,na,Linnanmäki,closed definitely
Kiddies Coaster,na,Sit Down,,,,,DAL,Dudley Zoological Gardens,operating
Kiddy Hawk,Steel,Suspended,42,15,342,0,Vekoma,Carowinds,operating
Kiddy Montserrat,na,Sit Down,35,9,216,,Hoei Sangyo,Parque Espana-Shima Spain Village,operating
Kiddy Shuttle,Steel,Sit Down,,,,0,Togo,Thrill Valley,closed definitely
Kids Coaster,Steel,Sit Down,,,,0,Senyo Kogyo,Kariya-shi Kotsu Jido Yuen,operating
Kids Coaster,Steel,Sit Down,,,,0,na,New Reoma World,operating
Kids Spin,Steel,Spinning,,,,0,SBF,Skyline Park,operating
Kikker-8-Baan,Steel,Sit Down,36,8,360,0,Zierer,Duinrell,operating
King Cobra,Steel,Stand Up,81,29,676,1,Togo,Kings Island,closed definitely
King Solomon's Mines,Steel,Sit Down,,12,487,0,na,Southport Pleasureland,closed definitely
King,Steel,Sit Down,90,28,720,0,Soquet,Foire,operating
Kingda Ka,Steel,Sit Down,206,139,950,0,Intamin,Six Flags Great Adventure,operating
Kingdom Coaster,na,Sit Down,64,17,610,,CCI,Dutch Wonderland,operating
Kirnu,Steel,4th Dimension,60,26,142,0,Intamin,Linnanmäki,operating
